unique_play_id,target_player_id,target_player_name,target_player_position,quarterback_id,quarterback_name,receiver_route,defensive_coverage,offense_team,defense_team,pass_result,pass_score_raw,open_score_raw,pass_score_scaled,open_score_scaled,pass_pctile,open_pctile,expected_success,open_receiver,blanketed_receiver,exceptional_pass,bad_pass,play_category,splash_play
20230907002118,42460,Blake Bell,TE,44822.0,Patrick Mahomes,IN,COVER_4_ZONE,KC,DET,I,3.8044996070652815,3.2063774899385216,51.540612318554636,3.334057359796782,28.98057564157096,5.841485892528002,49.036,False,True,False,False,typical,False
20230907002141,53591,Noah Gray,TE,44822.0,Patrick Mahomes,CROSS,COVER_4_ZONE,KC,DET,C,1.4906384630686849,8.004926016441862,50.37474349660638,8.801844814137489,25.365092868283,18.453140507585424,48.586697,False,True,False,False,typical,True
20230907002186,38696,Marvin Jones,WR,43290.0,Jared Goff,HITCH,COVER_4_ZONE,DET,KC,I,30.94220525185011,7.990338717649184,65.21429580321511,8.785223069272183,45.285694030908836,18.396427052318163,63.772877,False,True,False,False,typical,False
20230907002261,55899,Sam LaPorta,TE,43290.0,Jared Goff,CROSS,COVER_1_MAN,DET,KC,C,19.992439524867223,8.821517148307294,59.69711492058142,9.732323420632532,40.47213951509996,20.94853253934496,60.690617,False,True,False,False,typical,False
20230907002306,53449,Kadarius Toney,WR,44822.0,Patrick Mahomes,CROSS,COVER_2_ZONE,KC,DET,I,87.14614225503277,31.748085881010958,93.5333753611071,35.85639077045341,70.63660853537502,82.04310222600311,86.26081,True,False,False,False,typical,False
20230907002364,53449,Kadarius Toney,WR,44822.0,Patrick Mahomes,CROSS,COVER_4_ZONE,KC,DET,IN,54.58017002574462,4.436972692028169,77.12458964936792,4.7362799215139475,54.26768750886147,8.762228838792003,68.43049,False,True,False,False,typical,False
20230907002435,54716,Isiah Pacheco,RB,44822.0,Patrick Mahomes,FLAT,COVER_2_ZONE,KC,DET,C,98.27190637588501,76.39066183661464,99.13923530758937,86.72513063862611,86.1406493690628,98.30568552389055,92.01291,True,False,True,False,open + exceptional,False
20230907002487,46213,Justin Watson,WR,44822.0,Patrick Mahomes,POST,COVER_4_ZONE,KC,DET,I,-96.79832309484482,15.813654476974705,0.8505807700073094,17.6996328171208,1.1838933787040975,46.271090316177514,35.373966,False,False,False,True,typical,False
20230907002510,46309,Richie James,WR,44822.0,Patrick Mahomes,HITCH,COVER_3_ZONE,KC,DET,C,99.98323703425464,19.364581870052188,100.0,21.745797223692275,99.50021267545725,58.32978874237913,92.82726,False,False,True,False,typical,False
20230907002613,53541,Amon-Ra St. Brown,WR,43290.0,Jared Goff,IN,COVER_1_MAN,DET,KC,C,91.15289794053453,22.246413344261107,95.55223096227851,25.029548944274723,74.26626967247981,66.08535375017723,86.18026,False,False,False,False,typical,False
20230907002638,55899,Sam LaPorta,TE,43290.0,Jared Goff,CROSS,COVER_0_MAN,DET,KC,C,49.10978525876999,9.451816328995278,74.368265632076,10.4505285056936,52.27562739259889,22.890968382248687,69.37695,False,True,False,False,typical,False
20230907002825,54716,Isiah Pacheco,RB,44822.0,Patrick Mahomes,FLAT,COVER_2_ZONE,KC,DET,C,99.99390840530396,26.31854454376287,100.0,29.669607862526366,99.50021267545725,74.67744222316745,93.60515,False,False,True,False,typical,False
20230907002906,42460,Blake Bell,TE,44822.0,Patrick Mahomes,CROSS,COVER_2_ZONE,KC,DET,C,5.116388946771622,23.76737009790122,52.201624705999855,26.76262889755972,30.440947114702965,69.52360697575499,61.934166,False,False,False,False,typical,False
20230907002936,54519,Skyy Moore,WR,44822.0,Patrick Mahomes,SLANT,COVER_1_MAN,KC,DET,I,0.03185129024458888,8.132572394816862,49.63971473869394,8.94729364359414,19.09825606125053,18.779242875372184,43.78428,False,True,False,True,covered + bad,False
20230907002959,53449,Kadarius Toney,WR,44822.0,Patrick Mahomes,CROSS,COVER_2_ZONE,KC,DET,I,0.06747133263202229,14.041571396202812,49.65766235709954,15.680402713772333,19.870976889266977,39.36622713738834,48.233143,False,False,False,True,typical,False
20230907003032,53541,Amon-Ra St. Brown,WR,43290.0,Jared Goff,OUT,COVER_1_MAN,DET,KC,I,-22.78449242003262,8.07679200824407,38.143405277046085,8.88373373663135,6.401531263292217,18.63037005529562,34.34855,False,True,False,True,covered + bad,False
20230907003089,43584,Kalif Raymond,WR,43290.0,Jared Goff,POST,COVER_3_ZONE,DET,KC,C,94.8450527962975,38.398154342362886,97.41257087217642,43.43392399798189,78.89550545867007,88.12562030341698,89.48266,True,False,True,False,open + exceptional,False
20230907003114,53541,Amon-Ra St. Brown,WR,43290.0,Jared Goff,CROSS,COVER_3_ZONE,DET,KC,I,7.631551092550268,10.737665236721552,53.46892163758794,11.915710838853553,32.943428328370906,27.016872252942008,56.088947,False,False,False,False,typical,False
20230907003185,53591,Noah Gray,TE,44822.0,Patrick Mahomes,CROSS,COVER_1_MAN,KC,DET,C,1.9161530997112672,9.958853146089726,50.58914454198949,11.028280201250187,26.279597334467603,24.493123493548843,50.43815,False,True,False,False,typical,False
20230907003233,52440,Clyde Edwards-Helaire,RB,44822.0,Patrick Mahomes,FLAT,COVER_3_ZONE,KC,DET,C,99.5701014995575,35.07294897487736,99.79334768741904,39.64496237947922,92.76903445342407,85.53806890684815,92.79127,True,False,True,False,open + exceptional,False
20230907003324,41325,Jerick McKinnon,RB,44822.0,Patrick Mahomes,FLAT,COVER_1_MAN,KC,DET,I,0.22102113051172267,18.368472338288257,49.73503040592515,20.610763333580334,21.352615908124204,55.12547851977882,52.3558,False,False,False,True,typical,False
20230907003461,44930,Josh Reynolds,WR,43290.0,Jared Goff,IN,COVER_2_ZONE,DET,KC,C,-55.2305943855572,30.557002487281878,21.795017745881943,34.499190608501294,3.81397986672338,80.54728484332908,43.480602,True,False,False,True,open + bad,True
20230907003486,53959,Brock Wright,TE,43290.0,Jared Goff,FLAT,COVER_4_ZONE,DET,KC,C,0.8731468580663204,14.17108854993387,50.063612376247285,15.827983229918251,23.798383666524884,39.92627250815256,51.40567,False,False,False,True,typical,False
20230907003566,44930,Josh Reynolds,WR,43290.0,Jared Goff,HITCH,COVER_1_MAN,DET,KC,C,0.1378594757844187,11.28594385793177,49.69312833212104,12.540456207162034,20.672054444917055,28.916773004395292,46.894466,False,False,False,True,typical,True
20230907003674,54885,Justyn Ross,WR,44822.0,Patrick Mahomes,HITCH,COVER_3_ZONE,KC,DET,C,96.87450635143718,17.132402717255538,98.43513725722865,19.202302852406607,82.32666950233943,50.957039557635056,87.742485,False,False,True,False,typical,False
20230907003912,53449,Kadarius Toney,WR,44822.0,Patrick Mahomes,CROSS,COVER_3_ZONE,KC,DET,I,96.72252933061041,75.41072145330207,98.35856167243428,85.60852095878555,82.00056713455267,98.24188288671488,91.005035,True,False,True,False,open + exceptional,False
20230907003971,54519,Skyy Moore,WR,44822.0,Patrick Mahomes,HITCH,COVER_3_ZONE,KC,DET,I,99.76192602426025,11.876623060554474,99.89000095168956,13.21351563665453,94.7114702963278,31.206578760811006,90.08323,False,False,True,False,typical,False
20230907003994,55920,Rashee Rice,WR,44822.0,Patrick Mahomes,CROSS,COVER_1_MAN,KC,DET,I,-12.453516938723585,5.1015045302403905,43.34880070244583,5.4934919884375395,8.067489011768043,10.463632496809868,34.13561,False,True,False,True,covered + bad,False
20230907004041,46213,Justin Watson,WR,44822.0,Patrick Mahomes,CORNER,COVER_2_ZONE,KC,DET,I,-0.752149561020854,4.055298236069802,49.24468578406424,4.3013744932568345,13.745923720402667,7.8477243726074,37.765423,False,True,False,True,covered + bad,False
2023091000185,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,IN,COVER_3_ZONE,CAR,ATL,C,90.98925756957713,15.097444976069058,95.46977864788347,16.883535761500294,74.0819509428612,43.48504182617326,83.94777,False,False,False,False,typical,False
2023091000661,46094,Hayden Hurst,TE,55865.0,Bryce Young,IN,COVER_6_ZONE,CAR,ATL,IN,9.028408350414667,15.824063135891834,54.172746207995544,17.711493139951603,34.063519069899336,46.306536225719555,60.46966,False,False,False,False,typical,False
2023091000842,46094,Hayden Hurst,TE,55865.0,Bryce Young,IN,COVER_4_ZONE,CAR,ATL,I,6.274195539754146,16.56694802971061,52.785000511461085,18.557985924177217,31.639018857223878,48.95080107755565,59.12726,False,False,False,False,typical,False
2023091000877,53555,Chuba Hubbard,RB,55865.0,Bryce Young,FLAT,COVER_4_ZONE,CAR,ATL,C,10.132997783375686,21.464066022788757,54.72930786005666,24.138090027967653,34.86459662554941,64.34141500070892,64.24362,False,False,False,False,typical,False
2023091000927,54473,Drake London,WR,54539.0,Desmond Ridder,HITCH,COVER_1_MAN,ATL,CAR,I,98.95320645176993,13.445889600341882,99.48251715011743,15.001642994620152,88.93378704097547,37.02679710761378,88.79333,False,False,True,False,typical,False
20230910001046,44931,Mack Hollins,WR,54539.0,Desmond Ridder,SLANT,COVER_6_ZONE,ATL,CAR,C,-0.370884850798287,19.326462723899688,49.43679093251314,21.702361716485957,14.291790727350065,58.21636183184461,47.425827,False,False,False,True,typical,True
20230910001193,46094,Hayden Hurst,TE,55865.0,Bryce Young,IN,COVER_3_ZONE,CAR,ATL,C,70.70632525543319,9.732794389761093,85.24996123831208,10.770693719635869,61.20090741528428,23.784205302708067,75.090294,False,True,False,False,typical,False
20230910001240,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,SLANT,COVER_6_ZONE,CAR,ATL,C,0.12617608299478889,20.643666288817712,49.68724150376778,23.203271645247224,20.551538352474125,62.20757124627818,53.061546,False,False,False,True,typical,False
20230910001300,40488,Adam Thielen,WR,55865.0,Bryce Young,IN,COVER_4_ZONE,CAR,ATL,C,0.05767550110817865,8.68692428193549,49.65272660086873,9.578959297684346,19.722104069190415,20.50900326102368,44.58636,False,True,False,True,covered + bad,True
20230910001325,55904,Jonathan Mingo,WR,55865.0,Bryce Young,OUT,COVER_1_MAN,CAR,ATL,C,26.6142630017697,9.452344188424064,63.03360620321344,10.451129984066993,43.5204877357153,22.898057564157096,63.280468,False,True,False,False,typical,False
20230910001382,46094,Hayden Hurst,TE,55865.0,Bryce Young,CROSS,COVER_4_ZONE,CAR,ATL,C,92.93819665364617,25.24462462989584,96.45177677680657,28.44591161363428,76.26541897065079,72.38763646675174,87.438354,False,False,True,False,typical,False
20230910001429,46094,Hayden Hurst,TE,55865.0,Bryce Young,FLAT,COVER_1_MAN,CAR,ATL,C,61.99575110739515,15.470188377121708,80.86102595288467,17.308264547862926,57.25932227420956,45.051751027931374,75.77644,False,False,False,False,typical,False
20230910001599,44931,Mack Hollins,WR,54539.0,Desmond Ridder,HITCH,COVER_3_ZONE,ATL,CAR,C,98.91949178411537,19.573648104936986,99.46552957937976,21.984021288722694,88.76364667517367,59.01743938749468,90.29227,False,False,True,False,typical,False
20230910001697,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,GO,COVER_4_ZONE,CAR,ATL,I,-4.3009562991898065,4.3391064980620655,47.45657367462075,4.624764627958738,10.959875230398412,8.492839926272508,35.853733,False,True,False,True,covered + bad,False
20230910001720,55904,Jonathan Mingo,WR,55865.0,Bryce Young,HITCH,COVER_4_ZONE,CAR,ATL,I,1.8456830164605087,2.80572123409857,50.55363728039113,2.8775227979214324,26.19452715156671,5.1254785197788175,46.72921,False,True,False,False,typical,False
20230910001743,55904,Jonathan Mingo,WR,55865.0,Bryce Young,IN,COVER_2_ZONE,CAR,ATL,I,0.1765379201625089,1.5655382637136483,49.712616965870254,1.464375291106708,20.991067630795406,2.686799943286545,42.262917,False,True,False,True,covered + bad,False
20230910001837,55872,Bijan Robinson,RB,54539.0,Desmond Ridder,FLAT,COVER_3_ZONE,ATL,CAR,C,99.86540079116821,12.009654078088715,99.94213804941877,13.365100084471282,96.10803913228413,31.688643130582733,90.497604,False,False,True,False,typical,False
20230910001925,52858,Giovanni Ricci,TE,55865.0,Bryce Young,FLAT,COVER_6_ZONE,CAR,ATL,C,99.89781379699707,15.847271736497419,99.95846976103402,17.73793857329944,96.61137104778108,46.384517226712035,91.530525,False,False,True,False,typical,False
20230910001972,46094,Hayden Hurst,TE,55865.0,Bryce Young,FLAT,COVER_6_ZONE,CAR,ATL,C,86.08895558863878,23.479105914012052,93.0006982052086,26.43416138712412,69.82844179781654,68.92811569544874,84.72353,False,False,False,False,typical,False
20230910002101,55904,Jonathan Mingo,WR,55865.0,Bryce Young,HITCH,COVER_3_ZONE,CAR,ATL,C,15.639704387110461,7.683624893915685,57.50393310391285,8.435732803992956,38.153977031050616,17.460655040408337,58.31247,False,True,False,False,typical,False
20230910002207,53433,Kyle Pitts,TE,54539.0,Desmond Ridder,CROSS,COVER_3_ZONE,ATL,CAR,I,-4.690907975086578,14.12789917107061,47.260091486320874,15.778770360108767,10.733021409329362,39.75613214235077,41.25784,False,False,False,True,typical,False
20230910002342,47836,Miles Sanders,RB,55865.0,Bryce Young,ANGLE,COVER_2_ZONE,CAR,ATL,C,99.83017446067777,10.551620894367943,99.92438880783743,11.703719459490886,95.55508294342833,26.357578335460087,89.99207,False,False,True,False,typical,False
20230910002389,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,IN,COVER_1_MAN,CAR,ATL,IN,-37.254706773970504,2.3641878228534523,30.852400885561682,2.3744100684483134,4.884446334892954,4.3527576917623705,30.943695,False,True,False,True,covered + bad,False
20230910002580,53555,Chuba Hubbard,RB,55865.0,Bryce Young,FLAT,COVER_6_ZONE,CAR,ATL,C,99.33074565736888,27.209263472281464,99.67274515494519,30.684552643390486,91.0605416134978,76.20870551538353,91.91904,True,False,True,False,open + exceptional,False
20230910002793,53433,Kyle Pitts,TE,54539.0,Desmond Ridder,FLAT,COVER_3_ZONE,ATL,CAR,C,88.48546743375519,21.022349995687023,94.20821165038663,23.634769213761356,71.90557209698001,63.214235077272086,85.00441,False,False,False,False,typical,False
20230910002823,54616,Tyler Allgeier,RB,54539.0,Desmond Ridder,OUT,COVER_3_ZONE,ATL,CAR,C,2.8545955204405393,18.328515296693922,51.061990876075086,20.565233605260325,27.683255352332342,54.98369488161067,57.225533,False,False,False,False,typical,False
20230910003026,47836,Miles Sanders,RB,55865.0,Bryce Young,FLAT,COVER_4_ZONE,CAR,ATL,C,99.73338842391968,26.216318127617114,99.87562191318217,29.55312423990241,94.38536792854104,74.50730185736566,92.570274,False,False,True,False,typical,False
20230910003078,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,GO,COVER_3_ZONE,CAR,ATL,I,14.876350793692797,8.009103946886455,57.11930753681826,8.806605427798866,37.67191266127889,18.46731887140224,58.130497,False,True,False,False,typical,False
20230910003260,54616,Tyler Allgeier,RB,54539.0,Desmond Ridder,FLAT,COVER_3_ZONE,ATL,CAR,C,99.8281172447605,18.680618478200586,99.92335225302766,20.96644354360776,95.51254785197789,56.181766624131576,91.83146,False,False,True,False,typical,False
20230910003369,55904,Jonathan Mingo,WR,55865.0,Bryce Young,GO,COVER_6_ZONE,CAR,ATL,I,-5.019012549317694e-10,9.395547311062046,49.62366605447774,10.386411819444811,15.971926839642705,22.685382106904864,42.11163,False,True,False,True,covered + bad,False
20230910003421,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,HITCH,COVER_1_MAN,CAR,ATL,I,4.096793010830879,8.253650783278658,51.687888125141214,9.08525846561619,29.313767191266127,19.26130724514391,51.822483,False,True,False,False,typical,False
20230910003486,44931,Mack Hollins,WR,54539.0,Desmond Ridder,OUT,COVER_3_ZONE,ATL,CAR,C,90.51812761535984,36.97767492668538,95.23239373559824,41.81533465053804,73.70622430171558,87.11895647242308,87.77483,True,False,False,False,typical,False
20230910003533,53433,Kyle Pitts,TE,54539.0,Desmond Ridder,CORNER,COVER_1_MAN,ATL,CAR,C,-67.64231817796826,5.037660957784169,15.541210410143767,5.420744347648171,3.0979724939741953,10.279313767191265,30.705235,False,True,False,True,covered + bad,True
20230910003886,47836,Miles Sanders,RB,55865.0,Bryce Young,OUT,COVER_6_ZONE,CAR,ATL,C,0.0077373391832225025,19.143560989482694,49.62756461300928,21.493951235004143,18.034878774989366,57.592513823904724,50.23024,False,False,False,True,typical,False
20230910003916,46094,Hayden Hurst,TE,55865.0,Bryce Young,OUT,COVER_4_ZONE,CAR,ATL,C,51.26824966195451,44.78721049433259,75.45583579914808,50.714042325403355,52.97745640153126,91.47171416418546,79.51604,True,False,False,False,typical,False
20230910004107,47836,Miles Sanders,RB,55865.0,Bryce Young,FLAT,COVER_2_MAN,CAR,ATL,C,19.015315174857218,17.68332125694498,59.2047781968334,19.83005632057309,39.9617184176946,52.99163476534808,65.920204,False,False,False,False,typical,False
20230910004155,40488,Adam Thielen,WR,55865.0,Bryce Young,SLANT,COVER_1_MAN,CAR,ATL,C,42.6151411058072,12.694712651060387,71.09585529438851,14.145701687246477,49.74478945129732,34.191124344250674,69.50497,False,False,False,False,typical,False
2023091001166,54604,Isaiah Likely,TE,46101.0,Lamar Jackson,FLAT,COVER_3_ZONE,BAL,HOU,C,52.22126841545105,17.172003882672016,75.93602660675829,19.247427071583623,53.36027222458528,51.09173401389479,74.347664,False,False,False,False,typical,False
2023091001284,54572,Dameon Pierce,RB,55866.0,C.J. Stroud,SCREEN,COVER_0_MAN,HOU,BAL,C,3.727592516664196,32.4253818378038,51.50186168776678,36.62814712864662,28.902594640578478,82.86544732737842,63.162178,True,False,False,False,typical,False
2023091001407,55886,Zay Flowers,WR,46101.0,Lamar Jackson,SCREEN,COVER_3_ZONE,BAL,HOU,C,92.68879627211665,36.60190780972067,96.3261131734561,41.38716043982716,76.0031192400397,86.88501346944562,88.50646,True,False,True,False,open + exceptional,False
2023091001532,55886,Zay Flowers,WR,46101.0,Lamar Jackson,CROSS,COVER_1_MAN,BAL,HOU,IN,-2.9134053736925125,7.370011901051271,48.155709129269766,8.078381163505991,11.76095278604849,16.56032893804055,37.850063,False,True,False,True,covered + bad,False
2023091001559,46206,Dalton Schultz,TE,55866.0,C.J. Stroud,OUT,COVER_1_MAN,HOU,BAL,I,0.9036699775606394,1.6305027477355907,50.078991844224156,1.5384001735791861,23.91181057705941,2.7789593080958457,44.521435,False,True,False,True,covered + bad,False
2023091001893,55886,Zay Flowers,WR,46101.0,Lamar Jackson,GO,COVER_2_ZONE,BAL,HOU,C,93.5920769695997,68.35883186642063,96.7812428191548,77.57312583886932,77.03813979866723,97.49751878633207,89.60022,True,False,True,False,open + exceptional,False
20230910011042,53518,Nico Collins,WR,55866.0,C.J. Stroud,GO,COVER_4_ZONE,HOU,BAL,I,99.2949831390633,47.37229321317986,99.65472574820808,53.65965864677166,90.75570679143627,92.61307245143911,92.72664,True,False,True,False,open + exceptional,False
20230910011065,46206,Dalton Schultz,TE,55866.0,C.J. Stroud,FLAT,COVER_6_ZONE,HOU,BAL,C,99.82399940490723,22.55276050279133,99.92127742623386,25.37862140667307,95.45583439671061,66.86516376010209,92.40271,False,False,True,False,typical,False
20230910011232,53456,Rashod Bateman,WR,46101.0,Lamar Jackson,HITCH,COVER_2_ZONE,BAL,HOU,C,99.80097413044862,46.90474881049763,99.90967584431624,53.12690725221695,95.13682121083227,92.40039699418688,93.58805,True,False,True,False,open + exceptional,False
20230910011368,39989,Robert Woods,WR,55866.0,C.J. Stroud,SLANT,COVER_1_MAN,HOU,BAL,C,50.06649739991096,9.574175269318925,74.85031740075259,10.5899524742401,52.63008648801928,23.29505175102793,69.67612,False,True,False,False,typical,False
20230910011438,39989,Robert Woods,WR,55866.0,C.J. Stroud,HITCH,COVER_4_ZONE,HOU,BAL,C,0.029503597733184297,15.335006045905207,49.638531823500585,17.15422874920597,18.991918332624415,44.555508294342836,48.523304,False,False,False,True,typical,True
20230910011470,46206,Dalton Schultz,TE,55866.0,C.J. Stroud,FLAT,COVER_4_ZONE,HOU,BAL,C,1.403353088292869,31.82423112154254,50.330763633196156,35.943155755445595,25.194952502481215,82.14235077272083,60.297455,True,False,False,False,typical,False
20230910011517,39989,Robert Woods,WR,55866.0,C.J. Stroud,FLAT,COVER_2_ZONE,HOU,BAL,C,0.001955888742255496,18.22328266028603,49.624651554534594,20.44532449400298,17.382674039415853,54.62923578619028,49.16278,False,False,False,True,typical,True
