unique_play_id,target_player_id,target_player_name,target_player_position,quarterback_id,quarterback_name,receiver_route,defensive_coverage,offense_team,defense_team,pass_result,pass_score_raw,open_score_raw,pass_pctile,open_pctile,expected_C_pct,open_receiver,blanketed_receiver,exceptional_pass,bad_pass,play_category,splash_play
20230907002959,53449,Kadarius Toney,WR,44822.0,Patrick Mahomes,CROSS,COVER_2_ZONE,KC,DET,I,0.06747133263202229,14.041571396202812,19.870976889266977,39.36622713738834,49.639496,False,False,False,True,typical,False
20230907003032,53541,Amon-Ra St. Brown,WR,43290.0,Jared Goff,OUT,COVER_1_MAN,DET,KC,I,-22.78449242003262,8.07679200824407,6.401531263292217,18.63037005529562,34.84236,False,True,False,True,covered + bad,False
20230907003089,43584,Kalif Raymond,WR,43290.0,Jared Goff,POST,COVER_3_ZONE,DET,KC,C,94.8450527962975,38.398154342362886,78.89550545867007,88.12562030341698,90.93316,True,False,True,False,open + exceptional,False
20230907003114,53541,Amon-Ra St. Brown,WR,43290.0,Jared Goff,CROSS,COVER_3_ZONE,DET,KC,I,7.631551092550268,10.737665236721552,32.943428328370906,27.016872252942008,57.48064,False,False,False,False,typical,False
20230907003185,53591,Noah Gray,TE,44822.0,Patrick Mahomes,CROSS,COVER_1_MAN,KC,DET,C,1.9161530997112672,9.958853146089726,26.279597334467603,24.493123493548843,51.625847,False,True,False,False,typical,False
20230907003233,52440,Clyde Edwards-Helaire,RB,44822.0,Patrick Mahomes,FLAT,COVER_3_ZONE,KC,DET,C,99.5701014995575,35.07294897487736,92.76903445342407,85.53806890684815,93.88137,True,False,True,False,open + exceptional,False
20230907003324,41325,Jerick McKinnon,RB,44822.0,Patrick Mahomes,FLAT,COVER_1_MAN,KC,DET,I,0.22102113051172267,18.368472338288257,21.352615908124204,55.12547851977882,54.192047,False,False,False,True,typical,False
20230907003461,44930,Josh Reynolds,WR,43290.0,Jared Goff,IN,COVER_2_ZONE,DET,KC,C,-55.2305943855572,30.557002487281878,3.81397986672338,80.54728484332908,45.510242,True,False,False,True,open + bad,True
20230907003486,53959,Brock Wright,TE,43290.0,Jared Goff,FLAT,COVER_4_ZONE,DET,KC,C,0.8731468580663204,14.17108854993387,23.798383666524884,39.92627250815256,52.92155,False,False,False,True,typical,False
20230907003566,44930,Josh Reynolds,WR,43290.0,Jared Goff,HITCH,COVER_1_MAN,DET,KC,C,0.1378594757844187,11.28594385793177,20.672054444917055,28.916773004395292,48.052864,False,False,False,True,typical,True
20230907003674,54885,Justyn Ross,WR,44822.0,Patrick Mahomes,HITCH,COVER_3_ZONE,KC,DET,C,96.87450635143718,17.132402717255538,82.32666950233943,50.957039557635056,89.07451,False,False,True,False,typical,False
20230907003912,53449,Kadarius Toney,WR,44822.0,Patrick Mahomes,CROSS,COVER_3_ZONE,KC,DET,I,96.72252933061041,75.41072145330207,82.00056713455267,98.24188288671488,92.35862,True,False,True,False,open + exceptional,False
20230907003971,54519,Skyy Moore,WR,44822.0,Patrick Mahomes,HITCH,COVER_3_ZONE,KC,DET,I,99.76192602426025,11.876623060554474,94.7114702963278,31.206578760811006,91.123764,False,False,True,False,typical,False
20230907003994,55920,Rashee Rice,WR,44822.0,Patrick Mahomes,CROSS,COVER_1_MAN,KC,DET,I,-12.453516938723585,5.1015045302403905,8.067489011768043,10.463632496809868,34.477673,False,True,False,True,covered + bad,False
20230907004041,46213,Justin Watson,WR,44822.0,Patrick Mahomes,CORNER,COVER_2_ZONE,KC,DET,I,-0.752149561020854,4.055298236069802,13.745923720402667,7.8477243726074,38.19316,False,True,False,True,covered + bad,False
2023091000185,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,IN,COVER_3_ZONE,CAR,ATL,C,90.98925756957713,15.097444976069058,74.0819509428612,43.48504182617326,85.429214,False,False,False,False,typical,False
2023091000661,46094,Hayden Hurst,TE,55865.0,Bryce Young,IN,COVER_6_ZONE,CAR,ATL,IN,9.028408350414667,15.824063135891834,34.063519069899336,46.306536225719555,62.30491,False,False,False,False,typical,False
2023091000842,46094,Hayden Hurst,TE,55865.0,Bryce Young,IN,COVER_4_ZONE,CAR,ATL,I,6.274195539754146,16.56694802971061,31.639018857223878,48.95080107755565,60.991264,False,False,False,False,typical,False
2023091000877,53555,Chuba Hubbard,RB,55865.0,Bryce Young,FLAT,COVER_4_ZONE,CAR,ATL,C,10.132997783375686,21.464066022788757,34.86459662554941,64.34141500070892,66.43007,False,False,False,False,typical,False
2023091000927,54473,Drake London,WR,54539.0,Desmond Ridder,HITCH,COVER_1_MAN,ATL,CAR,I,98.95320645176993,13.445889600341882,88.93378704097547,37.02679710761378,89.9557,False,False,True,False,typical,False
20230910001046,44931,Mack Hollins,WR,54539.0,Desmond Ridder,SLANT,COVER_6_ZONE,ATL,CAR,C,-0.370884850798287,19.326462723899688,14.291790727350065,58.21636183184461,49.171185,False,False,False,True,typical,True
20230910001193,46094,Hayden Hurst,TE,55865.0,Bryce Young,IN,COVER_3_ZONE,CAR,ATL,C,70.70632525543319,9.732794389761093,61.20090741528428,23.784205302708067,76.58339,False,True,False,False,typical,False
20230910001240,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,SLANT,COVER_6_ZONE,CAR,ATL,C,0.12617608299478889,20.643666288817712,20.551538352474125,62.20757124627818,55.052525,False,False,False,True,typical,False
20230910001300,40488,Adam Thielen,WR,55865.0,Bryce Young,IN,COVER_4_ZONE,CAR,ATL,C,0.05767550110817865,8.68692428193549,19.722104069190415,20.50900326102368,45.501415,False,True,False,True,covered + bad,True
20230910001325,55904,Jonathan Mingo,WR,55865.0,Bryce Young,OUT,COVER_1_MAN,CAR,ATL,C,26.6142630017697,9.452344188424064,43.5204877357153,22.898057564157096,64.73256,False,True,False,False,typical,False
20230910001382,46094,Hayden Hurst,TE,55865.0,Bryce Young,CROSS,COVER_4_ZONE,CAR,ATL,C,92.93819665364617,25.24462462989584,76.26541897065079,72.38763646675174,88.95505,False,False,True,False,typical,False
20230910001429,46094,Hayden Hurst,TE,55865.0,Bryce Young,FLAT,COVER_1_MAN,CAR,ATL,C,61.99575110739515,15.470188377121708,57.25932227420956,45.051751027931374,77.55058,False,False,False,False,typical,False
20230910001599,44931,Mack Hollins,WR,54539.0,Desmond Ridder,HITCH,COVER_3_ZONE,ATL,CAR,C,98.91949178411537,19.573648104936986,88.76364667517367,59.01743938749468,91.48874,False,False,True,False,typical,False
20230910001697,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,GO,COVER_4_ZONE,CAR,ATL,I,-4.3009562991898065,4.3391064980620655,10.959875230398412,8.492839926272508,36.223637,False,True,False,True,covered + bad,False
20230910001720,55904,Jonathan Mingo,WR,55865.0,Bryce Young,HITCH,COVER_4_ZONE,CAR,ATL,I,1.8456830164605087,2.80572123409857,26.19452715156671,5.1254785197788175,47.420784,False,True,False,False,typical,False
20230910001743,55904,Jonathan Mingo,WR,55865.0,Bryce Young,IN,COVER_2_ZONE,CAR,ATL,I,0.1765379201625089,1.5655382637136483,20.991067630795406,2.686799943286545,42.754383,False,True,False,True,covered + bad,False
20230910001837,55872,Bijan Robinson,RB,54539.0,Desmond Ridder,FLAT,COVER_3_ZONE,ATL,CAR,C,99.86540079116821,12.009654078088715,96.10803913228413,31.688643130582733,91.51335,False,False,True,False,typical,False
20230910001925,52858,Giovanni Ricci,TE,55865.0,Bryce Young,FLAT,COVER_6_ZONE,CAR,ATL,C,99.89781379699707,15.847271736497419,96.61137104778108,46.384517226712035,92.5522,False,False,True,False,typical,False
20230910001972,46094,Hayden Hurst,TE,55865.0,Bryce Young,FLAT,COVER_6_ZONE,CAR,ATL,C,86.08895558863878,23.479105914012052,69.82844179781654,68.92811569544874,86.40144,False,False,False,False,typical,False
20230910002101,55904,Jonathan Mingo,WR,55865.0,Bryce Young,HITCH,COVER_3_ZONE,CAR,ATL,C,15.639704387110461,7.683624893915685,38.153977031050616,17.460655040408337,59.5751,False,True,False,False,typical,False
20230910002207,53433,Kyle Pitts,TE,54539.0,Desmond Ridder,CROSS,COVER_3_ZONE,ATL,CAR,I,-4.690907975086578,14.12789917107061,10.733021409329362,39.75613214235077,42.416107,False,False,False,True,typical,False
20230910002342,47836,Miles Sanders,RB,55865.0,Bryce Young,ANGLE,COVER_2_ZONE,CAR,ATL,C,99.83017446067777,10.551620894367943,95.55508294342833,26.357578335460087,91.00779,False,False,True,False,typical,False
20230910002389,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,IN,COVER_1_MAN,CAR,ATL,IN,-37.254706773970504,2.3641878228534523,4.884446334892954,4.3527576917623705,31.067848,False,True,False,True,covered + bad,False
20230910002580,53555,Chuba Hubbard,RB,55865.0,Bryce Young,FLAT,COVER_6_ZONE,CAR,ATL,C,99.33074565736888,27.209263472281464,91.0605416134978,76.20870551538353,93.05941,True,False,True,False,open + exceptional,False
20230910002793,53433,Kyle Pitts,TE,54539.0,Desmond Ridder,FLAT,COVER_3_ZONE,ATL,CAR,C,88.48546743375519,21.022349995687023,71.90557209698001,63.214235077272086,86.61297,False,False,False,False,typical,False
20230910002823,54616,Tyler Allgeier,RB,54539.0,Desmond Ridder,OUT,COVER_3_ZONE,ATL,CAR,C,2.8545955204405393,18.328515296693922,27.683255352332342,54.98369488161067,59.169525,False,False,False,False,typical,False
20230910003026,47836,Miles Sanders,RB,55865.0,Bryce Young,FLAT,COVER_4_ZONE,CAR,ATL,C,99.73338842391968,26.216318127617114,94.38536792854104,74.50730185736566,93.6345,False,False,True,False,typical,False
20230910003078,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,GO,COVER_3_ZONE,CAR,ATL,I,14.876350793692797,8.009103946886455,37.67191266127889,18.46731887140224,59.407925,False,True,False,False,typical,False
20230910003260,54616,Tyler Allgeier,RB,54539.0,Desmond Ridder,FLAT,COVER_3_ZONE,ATL,CAR,C,99.8281172447605,18.680618478200586,95.51254785197789,56.181766624131576,92.87856,False,False,True,False,typical,False
20230910003369,55904,Jonathan Mingo,WR,55865.0,Bryce Young,GO,COVER_6_ZONE,CAR,ATL,I,-5.019012549317694e-10,9.395547311062046,15.971926839642705,22.685382106904864,42.978237,False,True,False,True,covered + bad,False
20230910003421,53488,Terrace Marshall Jr.,WR,55865.0,Bryce Young,HITCH,COVER_1_MAN,CAR,ATL,I,4.096793010830879,8.253650783278658,29.313767191266127,19.26130724514391,52.95052,False,True,False,False,typical,False
20230910003486,44931,Mack Hollins,WR,54539.0,Desmond Ridder,OUT,COVER_3_ZONE,ATL,CAR,C,90.51812761535984,36.97767492668538,73.70622430171558,87.11895647242308,89.374535,True,False,False,False,typical,False
20230910003533,53433,Kyle Pitts,TE,54539.0,Desmond Ridder,CORNER,COVER_1_MAN,ATL,CAR,C,-67.64231817796826,5.037660957784169,3.0979724939741953,10.279313767191265,30.919558,False,True,False,True,covered + bad,True
20230910003886,47836,Miles Sanders,RB,55865.0,Bryce Young,OUT,COVER_6_ZONE,CAR,ATL,C,0.0077373391832225025,19.143560989482694,18.034878774989366,57.592513823904724,52.053757,False,False,False,True,typical,False
20230910003916,46094,Hayden Hurst,TE,55865.0,Bryce Young,OUT,COVER_4_ZONE,CAR,ATL,C,51.26824966195451,44.78721049433259,52.97745640153126,91.47171416418546,81.734375,True,False,False,False,typical,False
20230910004107,47836,Miles Sanders,RB,55865.0,Bryce Young,FLAT,COVER_2_MAN,CAR,ATL,C,19.015315174857218,17.68332125694498,39.9617184176946,52.99163476534808,67.91421,False,False,False,False,typical,False
20230910004155,40488,Adam Thielen,WR,55865.0,Bryce Young,SLANT,COVER_1_MAN,CAR,ATL,C,42.6151411058072,12.694712651060387,49.74478945129732,34.191124344250674,71.18802,False,False,False,False,typical,False
2023091001166,54604,Isaiah Likely,TE,46101.0,Lamar Jackson,FLAT,COVER_3_ZONE,BAL,HOU,C,52.22126841545105,17.172003882672016,53.36027222458528,51.09173401389479,76.23466,False,False,False,False,typical,False
2023091001284,54572,Dameon Pierce,RB,55866.0,C.J. Stroud,SCREEN,COVER_0_MAN,HOU,BAL,C,3.727592516664196,32.4253818378038,28.902594640578478,82.86544732737842,65.6707,True,False,False,False,typical,False
2023091001407,55886,Zay Flowers,WR,46101.0,Lamar Jackson,SCREEN,COVER_3_ZONE,BAL,HOU,C,92.68879627211665,36.60190780972067,76.0031192400397,86.88501346944562,90.03966,True,False,True,False,open + exceptional,False
2023091001532,55886,Zay Flowers,WR,46101.0,Lamar Jackson,CROSS,COVER_1_MAN,BAL,HOU,IN,-2.9134053736925125,7.370011901051271,11.76095278604849,16.56032893804055,38.44096,False,True,False,True,covered + bad,False
2023091001559,46206,Dalton Schultz,TE,55866.0,C.J. Stroud,OUT,COVER_1_MAN,HOU,BAL,I,0.9036699775606394,1.6305027477355907,23.91181057705941,2.7789593080958457,45.09284,False,True,False,True,covered + bad,False
2023091001893,55886,Zay Flowers,WR,46101.0,Lamar Jackson,GO,COVER_2_ZONE,BAL,HOU,C,93.5920769695997,68.35883186642063,77.03813979866723,97.49751878633207,91.098625,True,False,True,False,open + exceptional,False
20230910011042,53518,Nico Collins,WR,55866.0,C.J. Stroud,GO,COVER_4_ZONE,HOU,BAL,I,99.2949831390633,47.37229321317986,90.75570679143627,92.61307245143911,93.85587,True,False,True,False,open + exceptional,False
20230910011065,46206,Dalton Schultz,TE,55866.0,C.J. Stroud,FLAT,COVER_6_ZONE,HOU,BAL,C,99.82399940490723,22.55276050279133,95.45583439671061,66.86516376010209,93.44832,False,False,True,False,typical,False
20230910011232,53456,Rashod Bateman,WR,46101.0,Lamar Jackson,HITCH,COVER_2_ZONE,BAL,HOU,C,99.80097413044862,46.90474881049763,95.13682121083227,92.40039699418688,94.612465,True,False,True,False,open + exceptional,False
20230910011368,39989,Robert Woods,WR,55866.0,C.J. Stroud,SLANT,COVER_1_MAN,HOU,BAL,C,50.06649739991096,9.574175269318925,52.63008648801928,23.29505175102793,71.18551,False,True,False,False,typical,False
20230910011438,39989,Robert Woods,WR,55866.0,C.J. Stroud,HITCH,COVER_4_ZONE,HOU,BAL,C,0.029503597733184297,15.335006045905207,18.991918332624415,44.555508294342836,50.039993,False,False,False,True,typical,False
20230910011470,46206,Dalton Schultz,TE,55866.0,C.J. Stroud,FLAT,COVER_4_ZONE,HOU,BAL,C,1.403353088292869,31.82423112154254,25.194952502481215,82.14235077272083,62.78325,True,False,False,False,typical,False
20230910011517,39989,Robert Woods,WR,55866.0,C.J. Stroud,FLAT,COVER_2_ZONE,HOU,BAL,C,0.001955888742255496,18.22328266028603,17.382674039415853,54.62923578619028,50.895775,False,False,False,True,typical,False
20230910011549,53518,Nico Collins,WR,55866.0,C.J. Stroud,HITCH,COVER_1_MAN,HOU,BAL,C,35.25313698567061,25.34517958331776,47.01545441656033,72.6286686516376,75.862144,False,False,False,False,typical,False
20230910011574,53518,Nico Collins,WR,55866.0,C.J. Stroud,IN,COVER_6_ZONE,HOU,BAL,C,-23.099349042228855,27.97255285396574,6.394442081383808,77.50602580462214,46.93197,True,False,False,True,open + bad,True
20230910011797,41238,Odell Beckham,WR,46101.0,Lamar Jackson,OUT,COVER_0_MAN,BAL,HOU,I,-84.73078981041908,52.49990542383273,1.9849709343541755,94.45625974762513,47.00014,True,False,False,True,open + bad,False
20230910011948,55934,Tank Dell,WR,55866.0,C.J. Stroud,HITCH,COVER_1_MAN,HOU,BAL,C,17.690482002217323,32.230685452002035,39.274067772579045,82.61023677867574,72.72809,True,False,False,False,typical,False
20230910011980,39989,Robert Woods,WR,55866.0,C.J. Stroud,HITCH,COVER_6_ZONE,HOU,BAL,C,20.234353018690697,31.479170528644744,40.61392315326811,81.71699985821637,73.427734,True,False,False,False,typical,False
20230910012033,46461,Mike Boone,RB,55866.0,C.J. Stroud,SCREEN,COVER_3_ZONE,HOU,BAL,I,75.70554614065432,29.959271442357476,63.66085353750177,79.85254501630511,85.11409,True,False,False,False,typical,False
20230910012151,39989,Robert Woods,WR,55866.0,C.J. Stroud,HITCH,COVER_3_ZONE,HOU,BAL,C,99.98010706155763,20.886390357763208,98.9933361690061,62.866865163760096,93.9207,False,False,True,False,typical,False
20230910012351,55886,Zay Flowers,WR,46101.0,Lamar Jackson,OUT,COVER_3_ZONE,BAL,HOU,C,30.859451627112243,37.46169253232421,45.250248121366795,87.57975329646959,77.13658,True,False,False,False,typical,False
20230910012432,55886,Zay Flowers,WR,46101.0,Lamar Jackson,HITCH,COVER_1_MAN,BAL,HOU,C,44.58944452763353,15.272945692705399,50.4537076421381,44.31447610945697,73.37896,False,False,False,False,typical,False
20230910012469,53456,Rashod Bateman,WR,46101.0,Lamar Jackson,IN,COVER_2_ZONE,BAL,HOU,C,0.07772894268782693,35.198549916805696,20.026938891251948,85.72947681837516,59.555256,True,False,False,True,open + bad,False
20230910012523,52463,J.K. Dobbins,RB,46101.0,Lamar Jackson,ANGLE,COVER_4_ZONE,BAL,HOU,C,0.7436932280170769,13.260669000678803,23.52190557209698,36.26825464341415,51.91927,False,False,False,True,typical,False
20230910012759,53518,Nico Collins,WR,55866.0,C.J. Stroud,HITCH,COVER_6_ZONE,HOU,BAL,C,7.904409987102035,10.666068586017118,33.134836239897915,26.733304976605698,57.572193,False,False,False,False,typical,False
20230910013086,53518,Nico Collins,WR,55866.0,C.J. Stroud,SLANT,COVER_1_MAN,HOU,BAL,C,34.58641924474106,2.0423298845440563,46.79568977739969,3.5942152275627395,63.36424,False,True,False,False,typical,False
20230910013111,55934,Tank Dell,WR,55866.0,C.J. Stroud,OUT,COVER_3_ZONE,HOU,BAL,C,98.11031818384595,47.44256124623473,85.4884446334893,92.64851836098114,92.80249,True,False,True,False,open + exceptional,False
20230910013216,39989,Robert Woods,WR,,,IN,COVER_3_ZONE,HOU,BAL,I,62.22197590545866,8.846355014164018,57.365660002835675,21.026513540337444,73.840645,False,True,False,False,typical,False
20230910013257,54593,Charlie Kolar,TE,46101.0,Lamar Jackson,CROSS,COVER_4_ZONE,BAL,HOU,I,-7.7089369301642785,23.97642350560698,9.393166028640294,69.94186870835105,47.730152,False,False,False,True,typical,False
